title,authors,subjects,category,rating,ratings_count,price,year,source,rating_numeric,ratings_count_numeric,content
Grant,William S. McFeely,"Biography | Campaigns | History | Politics and government | Politics and government, | Presidents | United States Civil War, 1861-1865 | USA | Biographies | Histoire",biography,,,Not Available,1981,Open Library API,,,"Grant William S. McFeely Biography | Campaigns | History | Politics and government | Politics and government, | Presidents | United States Civil War, 1861-1865 | USA | Biographies | Histoire biography"
Hitler,Joachim Fest,"Heads of state | Biography | Hitler, adolf, 1889-1945 | Hitler, adolf , 1889-1945 | Dd247.h5 f4713 | 943.086/092/4 b",biography,5.0,2,Not Available,1973,Open Library API,5.0,2.0,"Hitler Joachim Fest Heads of state | Biography | Hitler, adolf, 1889-1945 | Hitler, adolf , 1889-1945 | Dd247.h5 f4713 | 943.086/092/4 b biography"
Freddie Mercury,Lesley-Ann Jones,"Biography | Queen (Musical group) | Rock musicians | Singers | Tonträger | Rock musicians, great britain | Rock musicians, biography | Singers, great britain | Singers, biography | LGBTQ biography and memoir",biography,4.0,1,Not Available,1997,Open Library API,4.0,1.0,"Freddie Mercury Lesley-Ann Jones Biography | Queen (Musical group) | Rock musicians | Singers | Tonträger | Rock musicians, great britain | Rock musicians, biography | Singers, great britain | Singers, biography | LGBTQ biography and memoir biography"
Shakespeare,Peter Ackroyd,"English Dramatists | Nonfiction | Biography & Autobiography | Biography | Shakespeare, william, 1564-1616 | English drama, history and criticism, early modern and elizabethan, 1500-1600 | Early modern",biography,4.0,1,Not Available,2005,Open Library API,4.0,1.0,"Shakespeare Peter Ackroyd English Dramatists | Nonfiction | Biography & Autobiography | Biography | Shakespeare, william, 1564-1616 | English drama, history and criticism, early modern and elizabethan, 1500-1600 | Early modern biography"
God,Jack Miles,"Bible as literature | God | Criticism, interpretation | Bible | Biblical teaching | Oude Testament | Bible. O.T. -- Criticism, interpretation, etc | God -- Biblical teaching | Personnalité | ""Bible. AT""",biography,4.3333335,3,Not Available,1995,Open Library API,4.3333335,3.0,"God Jack Miles Bible as literature | God | Criticism, interpretation | Bible | Biblical teaching | Oude Testament | Bible. O.T. -- Criticism, interpretation, etc | God -- Biblical teaching | Personnalité | ""Bible. AT"" biography"
Louis Riel,"Chester Brown, Chester Brown","Riel, louis, 1844-1885 | Revolutionaries | Comics & graphic novels, general | Canada, fiction | Comic books, strips | Métis | Biography | Bandes dessinées | Biographies | History",biography,3.5,4,Not Available,2003,Open Library API,3.5,4.0,"Louis Riel Chester Brown, Chester Brown Riel, louis, 1844-1885 | Revolutionaries | Comics & graphic novels, general | Canada, fiction | Comic books, strips | Métis | Biography | Bandes dessinées | Biographies | History biography"
Enid Blyton,Barbara Stoney,"English Novelists | English Authors | English Women novelists | Children's stories | Authorship | Biography | Women authors | Authors, english | Authors, biography | Romancières anglaises",biography,,,Not Available,1974,Open Library API,,,"Enid Blyton Barbara Stoney English Novelists | English Authors | English Women novelists | Children's stories | Authorship | Biography | Women authors | Authors, english | Authors, biography | Romancières anglaises biography"
Helen Keller,"Margaret Davidson, Dominique Boutel, Anne Panzani, Georges Lemoine, Wendy Watson",Juvenile literature | Biography | Deafblind people | Blind | Deaf | People with disabilities | Blind-deaf women | Perseverance (Ethics) | Women | Deafblind women,biography,5.0,1,Not Available,1969,Open Library API,5.0,1.0,"Helen Keller Margaret Davidson, Dominique Boutel, Anne Panzani, Georges Lemoine, Wendy Watson Juvenile literature | Biography | Deafblind people | Blind | Deaf | People with disabilities | Blind-deaf women | Perseverance (Ethics) | Women | Deafblind women biography"
Cocaine,Dominic Streatfeild,Cocaine | Cocaine abuse | Cocaine industry | History | Coca industry | Cocaine-Related Disorders | Drug and Narcotic Control | Industry,biography,,,Not Available,2001,Open Library API,,,Cocaine Dominic Streatfeild Cocaine | Cocaine abuse | Cocaine industry | History | Coca industry | Cocaine-Related Disorders | Drug and Narcotic Control | Industry biography
Albert Einstein,Albrecht Fölsing,"Physicists | Biography | Biographie | Einstein, albert, 1879-1955 | Physics",biography,4.0,1,Not Available,1993,Open Library API,4.0,1.0,"Albert Einstein Albrecht Fölsing Physicists | Biography | Biographie | Einstein, albert, 1879-1955 | Physics biography"
Library of American Biography,Jared Sparks,,biography,,,Not Available,2011,Open Library API,,,Library of American Biography Jared Sparks  biography
Nehru,Michael Brecher,"Politics and government | Biography | Nehru, Jawaharlal, 1889-1964 | Prime ministers | Statesmen | Politique et gouvernement | Hommes d'État | Biographies | Inde. Politique extérieure. Après 1925 | Inde. Biographie. Nehru",biography,,,Not Available,1959,Open Library API,,,"Nehru Michael Brecher Politics and government | Biography | Nehru, Jawaharlal, 1889-1964 | Prime ministers | Statesmen | Politique et gouvernement | Hommes d'État | Biographies | Inde. Politique extérieure. Après 1925 | Inde. Biographie. Nehru biography"
Vivekananda,Nikhilananda,Biography | Hinduism | Hindus | Ramakrishna Mission | Swami Vivekananda,biography,,,Not Available,1975,Open Library API,,,Vivekananda Nikhilananda Biography | Hinduism | Hindus | Ramakrishna Mission | Swami Vivekananda biography
John Locke,Maurice Cranston,Philosophers | Biography,biography,,,Not Available,1957,Open Library API,,,John Locke Maurice Cranston Philosophers | Biography biography
Frida,Hayden Herrera,"Kahlo, frida, 1910-1954 | Artists, biography",biography,4.5,2,Not Available,1991,Open Library API,4.5,2.0,"Frida Hayden Herrera Kahlo, frida, 1910-1954 | Artists, biography biography"
Caesar,Christian Meier,"Statesmen | Generals | Biography | History | Caesar, julius | Ancient roman military history | Historical biography - general & miscellaneous | Ancient rome biography | Early rome & the republic - history | Generals & military leaders - biography",biography,,,Not Available,1982,Open Library API,,,"Caesar Christian Meier Statesmen | Generals | Biography | History | Caesar, julius | Ancient roman military history | Historical biography - general & miscellaneous | Ancient rome biography | Early rome & the republic - history | Generals & military leaders - biography biography"
Adolf Hitler,John Willard Toland,"Biography | Heads of state | History | National socialism | Politics and government | Statesmen | Hitler, adolf, 1889-1945 | Germany, history, 1933-1945 | Hitler, Adolf, 1889-1945 | Hitler, Adolf",biography,4.0,1,Not Available,1976,Open Library API,4.0,1.0,"Adolf Hitler John Willard Toland Biography | Heads of state | History | National socialism | Politics and government | Statesmen | Hitler, adolf, 1889-1945 | Germany, history, 1933-1945 | Hitler, Adolf, 1889-1945 | Hitler, Adolf biography"
Schulz and Peanuts,David Michaelis,Cartoonists | Peanuts (Comic strip) | Biography | Biographie | Serietecknare | Biografi | New York Times reviewed | Artists | Strips | Peanuts (comic strips),biography,2.6666667,3,Not Available,2007,Open Library API,2.6666667,3.0,Schulz and Peanuts David Michaelis Cartoonists | Peanuts (Comic strip) | Biography | Biographie | Serietecknare | Biografi | New York Times reviewed | Artists | Strips | Peanuts (comic strips) biography
Vagina : una nueva biografía de la sexualidad femenina. - 1. edición,"Naomi Wolf, Наоми Вульф, Мария Рыбакова",Neurophysiology | Femininity | Women | Sexual behavior | Vagina | Geschlechtsidentität | Psychology | Weiblichkeit | SOCIAL SCIENCE / Anthropology / General | NEW LIST 20120930,biography,3.8,5,Not Available,2012,Open Library API,3.8,5.0,"Vagina : una nueva biografía de la sexualidad femenina. - 1. edición Naomi Wolf, Наоми Вульф, Мария Рыбакова Neurophysiology | Femininity | Women | Sexual behavior | Vagina | Geschlechtsidentität | Psychology | Weiblichkeit | SOCIAL SCIENCE / Anthropology / General | NEW LIST 20120930 biography"
Goebbels,Ralf Georg Reuth,German Propaganda | Politics and government | Nazis | History | Biography | Statesmen | Nazi propaganda,biography,,,Not Available,1990,Open Library API,,,Goebbels Ralf Georg Reuth German Propaganda | Politics and government | Nazis | History | Biography | Statesmen | Nazi propaganda biography
The Prince of Wales,Jonathan Dimbleby,"Princes | Biography | Large type books | Charles, prince of wales, 1948- | Princes, great britain | Charles iii, king of great britain, 1948-",biography,4.0,2,Not Available,1994,Open Library API,4.0,2.0,"The Prince of Wales Jonathan Dimbleby Princes | Biography | Large type books | Charles, prince of wales, 1948- | Princes, great britain | Charles iii, king of great britain, 1948- biography"
Jesus,John Dominic Crossan,"Biography | Historicity | Nonfiction | Religion & Spirituality | Jesus Christ -- Biography | Jesus Christ -- Historicity | Biographie | Historicity of Jesus Christ | Historicité | Jesus christ, biography",biography,,,Not Available,1994,Open Library API,,,"Jesus John Dominic Crossan Biography | Historicity | Nonfiction | Religion & Spirituality | Jesus Christ -- Biography | Jesus Christ -- Historicity | Biographie | Historicity of Jesus Christ | Historicité | Jesus christ, biography biography"
John Brown,W. E. B. Du Bois,"Civil rights | Philosophy | African Americans | Abolitionists | Biography | Brown, john, 1800-1859 | African americans, civil rights | United states, history | Abolitionnistes | Biographies",biography,5.0,1,Not Available,1909,Open Library API,5.0,1.0,"John Brown W. E. B. Du Bois Civil rights | Philosophy | African Americans | Abolitionists | Biography | Brown, john, 1800-1859 | African americans, civil rights | United states, history | Abolitionnistes | Biographies biography"
Barbara Cartland,Gwen Robyns,Authorship | English Novelists | Biography | Love stories | Romance fiction | Large type books,biography,,,Not Available,1984,Open Library API,,,Barbara Cartland Gwen Robyns Authorship | English Novelists | Biography | Love stories | Romance fiction | Large type books biography
Roald Dahl,Jeremy Treglown,"Authors, English | Biography | English Authors | New York Times reviewed | Dahl, roald, 1916-1990",biography,,,Not Available,1994,Open Library API,,,"Roald Dahl Jeremy Treglown Authors, English | Biography | English Authors | New York Times reviewed | Dahl, roald, 1916-1990 biography"
Napoleon,Frank McLynn,"Emperors | Biography | History | New York Times reviewed | Napoleon i, emperor of the french, 1769-1821 | France, biography | France, history, 1789-1815",biography,,,Not Available,1997,Open Library API,,,"Napoleon Frank McLynn Emperors | Biography | History | New York Times reviewed | Napoleon i, emperor of the french, 1769-1821 | France, biography | France, history, 1789-1815 biography"
Trotsky,Robert Service,"Communists | Soviet union, politics and government, 1917-1991 | Soviet union, biography | Revolutionaries, soviet union | Statesmen, soviet union | Statesmen, biography | Exiles | Communism, soviet union | Russia (federation), politics and government | Biography",biography,,,Not Available,2009,Open Library API,,,"Trotsky Robert Service Communists | Soviet union, politics and government, 1917-1991 | Soviet union, biography | Revolutionaries, soviet union | Statesmen, soviet union | Statesmen, biography | Exiles | Communism, soviet union | Russia (federation), politics and government | Biography biography"
Emily Dickinson,Thomas Herbert Johnson,"Poètes américains | Biographies | Poétesses américaines | American Poets | Biography | Dickinson, emily, 1830-1886 | Poets, biography | Authors, american",biography,,,Not Available,1955,Open Library API,,,"Emily Dickinson Thomas Herbert Johnson Poètes américains | Biographies | Poétesses américaines | American Poets | Biography | Dickinson, emily, 1830-1886 | Poets, biography | Authors, american biography"
Ishi in Two Worlds a Biogr,"Theodora Kroeber, Theodora Kroeber, Lorna Raver, Karl Kroeber","Biography | Yana Indians | Indianen | Biographies | Yana (Indiens) | Indians of North America | Indianer | Indians of north america, biography | Ishi, -1916 | Yanna Indians",biography,4.0,3,Not Available,1961,Open Library API,4.0,3.0,"Ishi in Two Worlds a Biogr Theodora Kroeber, Theodora Kroeber, Lorna Raver, Karl Kroeber Biography | Yana Indians | Indianen | Biographies | Yana (Indiens) | Indians of North America | Indianer | Indians of north america, biography | Ishi, -1916 | Yanna Indians biography"
